GBK	Record_Type_x	Record_Number_x	Full_Name_x	Class	Category	Organism	Taxonomy	Description	Record_Type_y	Record_Number_y	CC	Family	Full_Name_y
mlut_clade_701_contig_27.region001	region	1	mlut_clade_701_contig_27.region001.gbk_region_1	betalactone	other	.	Unknown	contig_27, whole genome shotgun sequence	region	1	606	FAM_00011	mlut_clade_701_contig_27.region001.gbk_region_1
saur_clade_305_contig_1.region002	region	2	saur_clade_305_contig_1.region002.gbk_region_2	NI-siderophore	other	.	Unknown	contig_1, whole genome shotgun sequence	region	2	209	FAM_00006	saur_clade_305_contig_1.region002.gbk_region_2
sepi_clade_62_contig_4.region001	region	1	sepi_clade_62_contig_4.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_4, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_62_contig_4.region001.gbk_region_1
scap_clade_202_contig_1.region004	region	4	scap_clade_202_contig_1.region004.gbk_region_4	NI-siderophore	other	.	Unknown	contig_1, whole genome shotgun sequence	region	4	9	FAM_00001	scap_clade_202_contig_1.region004.gbk_region_4
sepi_clade_69_contig_9.region002	region	2	sepi_clade_69_contig_9.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_9, whole genome shotgun sequence	region	2	21	FAM_00003	sepi_clade_69_contig_9.region002.gbk_region_2
sepi_clade_2_contig_6.region001	region	1	sepi_clade_2_contig_6.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_6, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_2_contig_6.region001.gbk_region_1
sepi_clade_21_contig_21.region001	region	1	sepi_clade_21_contig_21.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_21, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_21_contig_21.region001.gbk_region_1
mlut_clade_704_contig_80.region001	region	1	mlut_clade_704_contig_80.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_80, whole genome shotgun sequence	region	1	790	FAM_00012	mlut_clade_704_contig_80.region001.gbk_region_1
sepi_clade_83_contig_1.region002	region	2	sepi_clade_83_contig_1.region002.gbk_region_2	T3PKS	PKS	.	Unknown	contig_1, whole genome shotgun sequence	region	2	29	FAM_00040	sepi_clade_83_contig_1.region002.gbk_region_2
sepi_clade_70_contig_26.region001	region	1	sepi_clade_70_contig_26.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_26, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_70_contig_26.region001.gbk_region_1
slug_clade_601_contig_1.region001	region	1	slug_clade_601_contig_1.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_1, whole genome shotgun sequence	region	1	29	FAM_00041	slug_clade_601_contig_1.region001.gbk_region_1
sepi_clade_36_contig_49.region001	region	1	sepi_clade_36_contig_49.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_49, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_36_contig_49.region001.gbk_region_1
sepi_clade_43_contig_5.region001	region	1	sepi_clade_43_contig_5.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_5, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_43_contig_5.region001.gbk_region_1
saur_clade_302_contig_8.region001	region	1	saur_clade_302_contig_8.region001.gbk_region_1	terpene	terpene	.	Unknown	contig_8, whole genome shotgun sequence	region	1	33	FAM_00036	saur_clade_302_contig_8.region001.gbk_region_1
sepi_clade_26_contig_38.region001	region	1	sepi_clade_26_contig_38.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_38, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_26_contig_38.region001.gbk_region_1
sepi_clade_18_contig_9.region002	region	2	sepi_clade_18_contig_9.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_9, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_18_contig_9.region002.gbk_region_2
sepi_clade_93_contig_8.region001	region	1	sepi_clade_93_contig_8.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_8, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_93_contig_8.region001.gbk_region_1
shom_clade_506_contig_32.region001	region	1	shom_clade_506_contig_32.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_32, whole genome shotgun sequence	region	1	13	FAM_00002	shom_clade_506_contig_32.region001.gbk_region_1
saur_clade_306_contig_6.region001	region	1	saur_clade_306_contig_6.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_6, whole genome shotgun sequence	region	1	29	FAM_00040	saur_clade_306_contig_6.region001.gbk_region_1
saur_clade_305_contig_3.region002	region	2	saur_clade_305_contig_3.region002.gbk_region_2	T3PKS	PKS	.	Unknown	contig_3, whole genome shotgun sequence	region	2	29	FAM_00040	saur_clade_305_contig_3.region002.gbk_region_2
sepi_clade_33_contig_20.region001	region	1	sepi_clade_33_contig_20.region001.gbk_region_1	T3PKS.terpene	terpene.PKS	.	Unknown	contig_20, whole genome shotgun sequence	region	1	1046	FAM_00013	sepi_clade_33_contig_20.region001.gbk_region_1
saur_clade_301_contig_5.region001	region	1	saur_clade_301_contig_5.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_5, whole genome shotgun sequence	region	1	21	FAM_00005	saur_clade_301_contig_5.region001.gbk_region_1
sepi_clade_10_contig_7.region001	region	1	sepi_clade_10_contig_7.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_7, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_10_contig_7.region001.gbk_region_1
shom_clade_503_contig_4.region001	region	1	shom_clade_503_contig_4.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_4, whole genome shotgun sequence	region	1	29	FAM_00041	shom_clade_503_contig_4.region001.gbk_region_1
sepi_clade_2_contig_8.region001	region	1	sepi_clade_2_contig_8.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_8, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_2_contig_8.region001.gbk_region_1
saur_clade_304_contig_2.region001	region	1	saur_clade_304_contig_2.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_2, whole genome shotgun sequence	region	1	209	FAM_00006	saur_clade_304_contig_2.region001.gbk_region_1
sepi_clade_46_contig_4.region002	region	2	sepi_clade_46_contig_4.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_4, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_46_contig_4.region002.gbk_region_2
sepi_clade_39_contig_12.region002	region	2	sepi_clade_39_contig_12.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_12, whole genome shotgun sequence	region	2	21	FAM_00004	sepi_clade_39_contig_12.region002.gbk_region_2
sepi_clade_77_contig_18.region001	region	1	sepi_clade_77_contig_18.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_18, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_77_contig_18.region001.gbk_region_1
sepi_clade_37_contig_25.region001	region	1	sepi_clade_37_contig_25.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_25, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_37_contig_25.region001.gbk_region_1
sepi_clade_11_contig_15.region001	region	1	sepi_clade_11_contig_15.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_15, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_11_contig_15.region001.gbk_region_1
slug_clade_601_contig_1.region003	region	3	slug_clade_601_contig_1.region003.gbk_region_3	terpene	terpene	.	Unknown	contig_1, whole genome shotgun sequence	region	3	1095	FAM_00039	slug_clade_601_contig_1.region003.gbk_region_3
sepi_clade_73_contig_23.region001	region	1	sepi_clade_73_contig_23.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_23, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_73_contig_23.region001.gbk_region_1
sepi_clade_83_contig_8.region002	region	2	sepi_clade_83_contig_8.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_8, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_83_contig_8.region002.gbk_region_2
sepi_clade_22_contig_9.region001	region	1	sepi_clade_22_contig_9.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_9, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_22_contig_9.region001.gbk_region_1
sepi_clade_71_contig_15.region001	region	1	sepi_clade_71_contig_15.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_15, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_71_contig_15.region001.gbk_region_1
sepi_clade_16_contig_52.region001	region	1	sepi_clade_16_contig_52.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_52, whole genome shotgun sequence	region	1	282	FAM_00027	sepi_clade_16_contig_52.region001.gbk_region_1
sepi_clade_51_contig_3.region001	region	1	sepi_clade_51_contig_3.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_3, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_51_contig_3.region001.gbk_region_1
sepi_clade_11_contig_19.region001	region	1	sepi_clade_11_contig_19.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_19, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_11_contig_19.region001.gbk_region_1
sepi_clade_59_contig_9.region002	region	2	sepi_clade_59_contig_9.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_9, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_59_contig_9.region002.gbk_region_2
sepi_clade_36_contig_51.region001	region	1	sepi_clade_36_contig_51.region001.gbk_region_1	CDPS	NRPS	.	Unknown	contig_51, whole genome shotgun sequence	region	1	438	FAM_00009	sepi_clade_36_contig_51.region001.gbk_region_1
sepi_clade_1_contig_11.region002	region	2	sepi_clade_1_contig_11.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_11, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_1_contig_11.region002.gbk_region_2
saur_clade_303_contig_16.region001	region	1	saur_clade_303_contig_16.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_16, whole genome shotgun sequence	region	1	9	FAM_00001	saur_clade_303_contig_16.region001.gbk_region_1
sepi_clade_83_contig_8.region001	region	1	sepi_clade_83_contig_8.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_8, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_83_contig_8.region001.gbk_region_1
sepi_clade_65_contig_3.region001	region	1	sepi_clade_65_contig_3.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_3, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_65_contig_3.region001.gbk_region_1
sepi_clade_32_contig_8.region001	region	1	sepi_clade_32_contig_8.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_8, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_32_contig_8.region001.gbk_region_1
sepi_clade_38_contig_14.region001	region	1	sepi_clade_38_contig_14.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_14, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_38_contig_14.region001.gbk_region_1
sepi_clade_41_contig_45.region001	region	1	sepi_clade_41_contig_45.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_45, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_41_contig_45.region001.gbk_region_1
saur_clade_305_contig_27.region001	region	1	saur_clade_305_contig_27.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_27, whole genome shotgun sequence	region	1	261	FAM_00025	saur_clade_305_contig_27.region001.gbk_region_1
sepi_clade_14_contig_20.region001	region	1	sepi_clade_14_contig_20.region001.gbk_region_1	CDPS	NRPS	.	Unknown	contig_20, whole genome shotgun sequence	region	1	438	FAM_00009	sepi_clade_14_contig_20.region001.gbk_region_1
sepi_clade_17_contig_18.region001	region	1	sepi_clade_17_contig_18.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_18, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_17_contig_18.region001.gbk_region_1
scap_clade_204_contig_3.region002	region	2	scap_clade_204_contig_3.region002.gbk_region_2	T3PKS.terpene	terpene.PKS	.	Unknown	contig_3, whole genome shotgun sequence	region	2	490	FAM_00010	scap_clade_204_contig_3.region002.gbk_region_2
sepi_clade_41_contig_16.region001	region	1	sepi_clade_41_contig_16.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_16, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_41_contig_16.region001.gbk_region_1
shom_clade_505_contig_6.region001	region	1	shom_clade_505_contig_6.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_6, whole genome shotgun sequence	region	1	13	FAM_00002	shom_clade_505_contig_6.region001.gbk_region_1
sepi_clade_57_contig_15.region001	region	1	sepi_clade_57_contig_15.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_15, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_57_contig_15.region001.gbk_region_1
scap_clade_203_contig_1.region004	region	4	scap_clade_203_contig_1.region004.gbk_region_4	NI-siderophore	other	.	Unknown	contig_1, whole genome shotgun sequence	region	4	9	FAM_00001	scap_clade_203_contig_1.region004.gbk_region_4
slug_clade_602_contig_15.region001	region	1	slug_clade_602_contig_15.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_15, whole genome shotgun sequence	region	1	1	FAM_00020	slug_clade_602_contig_15.region001.gbk_region_1
sepi_clade_1_contig_8.region001	region	1	sepi_clade_1_contig_8.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_8, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_1_contig_8.region001.gbk_region_1
sepi_clade_63_contig_11.region002	region	2	sepi_clade_63_contig_11.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_11, whole genome shotgun sequence	region	2	21	FAM_00003	sepi_clade_63_contig_11.region002.gbk_region_2
sepi_clade_67_contig_33.region001	region	1	sepi_clade_67_contig_33.region001.gbk_region_1	CDPS	NRPS	.	Unknown	contig_33, whole genome shotgun sequence	region	1	438	FAM_00009	sepi_clade_67_contig_33.region001.gbk_region_1
sepi_clade_39_contig_23.region001	region	1	sepi_clade_39_contig_23.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_23, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_39_contig_23.region001.gbk_region_1
sepi_clade_3_contig_17.region001	region	1	sepi_clade_3_contig_17.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_17, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_3_contig_17.region001.gbk_region_1
sepi_clade_59_contig_14.region001	region	1	sepi_clade_59_contig_14.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_14, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_59_contig_14.region001.gbk_region_1
sepi_clade_70_contig_41.region001	region	1	sepi_clade_70_contig_41.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_41, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_70_contig_41.region001.gbk_region_1
sepi_clade_62_contig_3.region001	region	1	sepi_clade_62_contig_3.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_3, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_62_contig_3.region001.gbk_region_1
sepi_clade_6_contig_9.region001	region	1	sepi_clade_6_contig_9.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_9, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_6_contig_9.region001.gbk_region_1
sepi_clade_42_contig_35.region001	region	1	sepi_clade_42_contig_35.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_35, whole genome shotgun sequence	region	1	282	FAM_00026	sepi_clade_42_contig_35.region001.gbk_region_1
shom_clade_506_contig_2.region001	region	1	shom_clade_506_contig_2.region001.gbk_region_1	T3PKS.terpene	terpene.PKS	.	Unknown	contig_2, whole genome shotgun sequence	region	1	1247	FAM_00014	shom_clade_506_contig_2.region001.gbk_region_1
sepi_clade_53_contig_10.region001	region	1	sepi_clade_53_contig_10.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_10, whole genome shotgun sequence	region	1	21	FAM_00004	sepi_clade_53_contig_10.region001.gbk_region_1
sepi_clade_20_contig_20.region001	region	1	sepi_clade_20_contig_20.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_20, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_20_contig_20.region001.gbk_region_1
shom_clade_507_contig_3.region001	region	1	shom_clade_507_contig_3.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_3, whole genome shotgun sequence	region	1	29	FAM_00041	shom_clade_507_contig_3.region001.gbk_region_1
mlut_clade_702_contig_37.region001	region	1	mlut_clade_702_contig_37.region001.gbk_region_1	NAPAA	NRPS	.	Unknown	contig_37, whole genome shotgun sequence	region	1	1271	FAM_00035	mlut_clade_702_contig_37.region001.gbk_region_1
mlut_clade_702_contig_50.region001	region	1	mlut_clade_702_contig_50.region001.gbk_region_1	terpene	terpene	.	Unknown	contig_50, whole genome shotgun sequence	region	1	414	FAM_00037	mlut_clade_702_contig_50.region001.gbk_region_1
sepi_clade_57_contig_14.region001	region	1	sepi_clade_57_contig_14.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_14, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_57_contig_14.region001.gbk_region_1
sepi_clade_27_contig_26.region001	region	1	sepi_clade_27_contig_26.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_26, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_27_contig_26.region001.gbk_region_1
sepi_clade_38_contig_4.region001	region	1	sepi_clade_38_contig_4.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_4, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_38_contig_4.region001.gbk_region_1
saur_clade_303_contig_4.region001	region	1	saur_clade_303_contig_4.region001.gbk_region_1	T3PKS.terpene	terpene.PKS	.	Unknown	contig_4, whole genome shotgun sequence	region	1	237	FAM_00007	saur_clade_303_contig_4.region001.gbk_region_1
sepi_clade_18_contig_3.region001	region	1	sepi_clade_18_contig_3.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_3, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_18_contig_3.region001.gbk_region_1
shom_clade_509_contig_2.region001	region	1	shom_clade_509_contig_2.region001.gbk_region_1	T3PKS.terpene	PKS.terpene	.	Unknown	contig_2, whole genome shotgun sequence	region	1	1247	FAM_00014	shom_clade_509_contig_2.region001.gbk_region_1
shom_clade_503_contig_9.region001	region	1	shom_clade_503_contig_9.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_9, whole genome shotgun sequence	region	1	1	FAM_00022	shom_clade_503_contig_9.region001.gbk_region_1
sepi_clade_92_contig_5.region001	region	1	sepi_clade_92_contig_5.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_5, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_92_contig_5.region001.gbk_region_1
sepi_clade_18_contig_19.region001	region	1	sepi_clade_18_contig_19.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_19, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_18_contig_19.region001.gbk_region_1
mlut_clade_701_contig_46.region001	region	1	mlut_clade_701_contig_46.region001.gbk_region_1	ectoine	other	.	Unknown	contig_46, whole genome shotgun sequence	region	1	1331	FAM_00015	mlut_clade_701_contig_46.region001.gbk_region_1
sepi_clade_16_contig_3.region002	region	2	sepi_clade_16_contig_3.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_3, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_16_contig_3.region002.gbk_region_2
sepi_clade_15_contig_22.region001	region	1	sepi_clade_15_contig_22.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_22, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_15_contig_22.region001.gbk_region_1
sepi_clade_60_contig_4.region001	region	1	sepi_clade_60_contig_4.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_4, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_60_contig_4.region001.gbk_region_1
sepi_clade_57_contig_20.region001	region	1	sepi_clade_57_contig_20.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_20, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_57_contig_20.region001.gbk_region_1
sepi_clade_43_contig_10.region001	region	1	sepi_clade_43_contig_10.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_10, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_43_contig_10.region001.gbk_region_1
sepi_clade_42_contig_24.region001	region	1	sepi_clade_42_contig_24.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_24, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_42_contig_24.region001.gbk_region_1
sepi_clade_2_contig_10.region002	region	2	sepi_clade_2_contig_10.region002.gbk_region_2	opine-like-metallophore	other	.	Unknown	contig_10, whole genome shotgun sequence	region	2	21	FAM_00004	sepi_clade_2_contig_10.region002.gbk_region_2
sepi_clade_13_contig_10.region001	region	1	sepi_clade_13_contig_10.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_10, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_13_contig_10.region001.gbk_region_1
sepi_clade_66_contig_11.region001	region	1	sepi_clade_66_contig_11.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_11, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_66_contig_11.region001.gbk_region_1
sepi_clade_12_contig_16.region001	region	1	sepi_clade_12_contig_16.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_16, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_12_contig_16.region001.gbk_region_1
sepi_clade_12_contig_26.region001	region	1	sepi_clade_12_contig_26.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_26, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_12_contig_26.region001.gbk_region_1
sepi_clade_28_contig_10.region001	region	1	sepi_clade_28_contig_10.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_10, whole genome shotgun sequence	region	1	1	FAM_00018	sepi_clade_28_contig_10.region001.gbk_region_1
sepi_clade_45_contig_5.region001	region	1	sepi_clade_45_contig_5.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_5, whole genome shotgun sequence	region	1	21	FAM_00004	sepi_clade_45_contig_5.region001.gbk_region_1
sepi_clade_70_contig_10.region001	region	1	sepi_clade_70_contig_10.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_10, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_70_contig_10.region001.gbk_region_1
sepi_clade_51_contig_22.region001	region	1	sepi_clade_51_contig_22.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_22, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_51_contig_22.region001.gbk_region_1
sepi_clade_64_contig_31.region001	region	1	sepi_clade_64_contig_31.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_31, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_64_contig_31.region001.gbk_region_1
sepi_clade_27_contig_4.region001	region	1	sepi_clade_27_contig_4.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_4, whole genome shotgun sequence	region	1	21	FAM_00004	sepi_clade_27_contig_4.region001.gbk_region_1
sepi_clade_42_contig_25.region001	region	1	sepi_clade_42_contig_25.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_25, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_42_contig_25.region001.gbk_region_1
sepi_clade_26_contig_16.region001	region	1	sepi_clade_26_contig_16.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_16, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_26_contig_16.region001.gbk_region_1
sepi_clade_25_contig_20.region001	region	1	sepi_clade_25_contig_20.region001.gbk_region_1	RiPP-like	RiPP	.	Unknown	contig_20, whole genome shotgun sequence	region	1	93	FAM_00024	sepi_clade_25_contig_20.region001.gbk_region_1
sepi_clade_60_contig_27.region001	region	1	sepi_clade_60_contig_27.region001.gbk_region_1	NRPS	NRPS	.	Unknown	contig_27, whole genome shotgun sequence	region	1	17	FAM_00031	sepi_clade_60_contig_27.region001.gbk_region_1
sepi_clade_62_contig_22.region001	region	1	sepi_clade_62_contig_22.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_22, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_62_contig_22.region001.gbk_region_1
sepi_clade_69_contig_17.region001	region	1	sepi_clade_69_contig_17.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_17, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_69_contig_17.region001.gbk_region_1
sepi_clade_66_contig_29.region001	region	1	sepi_clade_66_contig_29.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_29, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_66_contig_29.region001.gbk_region_1
sepi_clade_1_contig_11.region001	region	1	sepi_clade_1_contig_11.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_11, whole genome shotgun sequence	region	1	21	FAM_00004	sepi_clade_1_contig_11.region001.gbk_region_1
sepi_clade_44_contig_17.region001	region	1	sepi_clade_44_contig_17.region001.gbk_region_1	opine-like-metallophore	other	.	Unknown	contig_17, whole genome shotgun sequence	region	1	21	FAM_00003	sepi_clade_44_contig_17.region001.gbk_region_1
sepi_clade_24_contig_15.region001	region	1	sepi_clade_24_contig_15.region001.gbk_region_1	NI-siderophore	other	.	Unknown	contig_15, whole genome shotgun sequence	region	1	9	FAM_00001	sepi_clade_24_contig_15.region001.gbk_region_1
sepi_clade_54_contig_8.region001	region	1	sepi_clade_54_contig_8.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_8, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_54_contig_8.region001.gbk_region_1
saur_clade_303_contig_12.region001	region	1	saur_clade_303_contig_12.region001.gbk_region_1	lanthipeptide-class-i	RiPP	.	Unknown	contig_12, whole genome shotgun sequence	region	1	410	FAM_00029	saur_clade_303_contig_12.region001.gbk_region_1
sepi_clade_27_contig_4.region002	region	2	sepi_clade_27_contig_4.region002.gbk_region_2	NRPS	NRPS	.	Unknown	contig_4, whole genome shotgun sequence	region	2	17	FAM_00031	sepi_clade_27_contig_4.region002.gbk_region_2
sepi_clade_10_contig_19.region001	region	1	sepi_clade_10_contig_19.region001.gbk_region_1	T3PKS	PKS	.	Unknown	contig_19, whole genome shotgun sequence	region	1	29	FAM_00040	sepi_clade_10_contig_19.region001.gbk_region_1
slug_clade_601_contig_2.region001	region	1	slug_clade_601_contig_2.region001.gbk_region_1	NI-siderophore.NRPS.NRPS-like	NRPS.other	.	Unknown	contig_2, whole genome shotgun sequence	region	1	1487	FAM_00016	slug_clade_601_contig_2.region001.gbk_region_1
sepi_clade_67_contig_4.region001	region	1	sepi_clade_67_contig_4.region001.gbk_region_1	cyclic-lactone-autoinducer	RiPP	.	Unknown	contig_4, whole genome shotgun sequence	region	1	1	FAM_00019	sepi_clade_67_contig_4.region001.gbk_region_1
